Name,Games Played,Team,League,Position,Season,Age,Goals,Assists,Points,+/-,PIM,EV Goals,PP Goals,SH Goals,GW Goals,Shots,S%,TOI,Goals Per Game,Assists Per Game,Points Per Game,Shots Per Game,OPS,DPS,Point Shares
Corban Knight,20,FLA,NHL,C,2015-16,25,2,5,7,3,4,2,0,0,0,11,18.2,193,0.1,0.25,0.35,0.55,0.5,0.3,0.8
Michael McCarron,20,MTL,NHL,RW,2015-16,20,1,1,2,-10,37,1,0,0,0,41,2.4,234,0.05,0.05,0.1,2.05,-0.3,-0.2,-0.5
Max McCormick,20,OTT,NHL,LW,2015-16,23,2,2,4,-4,37,2,0,0,0,37,5.4,209,0.1,0.1,0.2,1.85,0.1,0,0.1
Cal O'Reilly,20,BUF,NHL,C,2015-16,29,3,4,7,-1,2,2,1,0,1,10,30,224,0.15,0.2,0.35,0.5,0.5,0.3,0.8
Brandon Sutter,20,VAN,NHL,C,2015-16,26,5,4,9,3,2,3,1,1,2,45,11.1,360,0.25,0.2,0.45,2.25,0.6,0.6,1.2
Noel Acciari,19,BOS,NHL,C,2015-16,24,0,1,1,-4,8,0,0,0,0,18,0,188,0,0.05,0.05,0.95,-0.4,0,-0.4
Connor Carrick,19,TOT,NHL,D,2015-16,21,2,2,4,-5,15,2,0,0,1,21,9.5,295,0.11,0.11,0.21,1.11,0.3,0.3,0.5
Rich Clune,19,TOR,NHL,LW,2015-16,28,0,4,4,1,22,0,0,0,0,10,0,154,0,0.21,0.21,0.53,0,0.2,0.2
Seth Helgeson,19,NJD,NHL,D,2015-16,25,0,1,1,-5,17,0,0,0,0,9,0,265,0,0.05,0.05,0.47,-0.2,0.3,0.1
Jamie Oleksiak,19,DAL,NHL,D,2015-16,23,0,2,2,-5,21,0,0,0,0,13,0,242,0,0.11,0.11,0.68,-0.1,0,-0.1
Shea Theodore,19,ANA,NHL,D,2015-16,20,3,5,8,7,2,1,2,0,1,28,10.7,363,0.16,0.26,0.42,1.47,0.8,1.5,2.3
Pascal Dupuis,18,PIT,NHL,RW,2015-16,36,2,2,4,-1,12,2,0,0,0,28,7.1,272,0.11,0.11,0.22,1.56,-0.1,0.2,0.1
Mike Sislo,18,NJD,NHL,RW,2015-16,28,3,1,4,-2,4,2,1,0,0,29,10.3,224,0.17,0.06,0.22,1.61,0.2,0.3,0.4
Daniel Sprong,18,PIT,NHL,RW,2015-16,18,2,0,2,-1,0,2,0,0,0,23,8.7,157,0.11,0,0.11,1.28,0,0.1,0.1
Oskar Sundqvist,18,PIT,NHL,C,2015-16,21,1,3,4,0,4,0,0,1,1,13,7.7,186,0.06,0.17,0.22,0.72,0,0.2,0.2
Cody Bass,17,NSH,NHL,C,2015-16,29,0,0,0,-1,17,0,0,0,0,11,0,130,0,0,0,0.65,-0.4,0.1,-0.3
Tanner Kero,17,CHI,NHL,RW,2015-16,23,1,2,3,-2,2,1,0,0,0,26,3.8,209,0.06,0.12,0.18,1.53,-0.1,0.1,0
Michael Mersch,17,LAK,NHL,LW,2015-16,23,1,2,3,1,0,1,0,0,0,23,4.3,176,0.06,0.12,0.18,1.35,0,0.2,0.2
Jordan Oesterle,17,EDM,NHL,D,2015-16,23,0,5,5,1,0,0,0,0,0,24,0,369,0,0.29,0.29,1.41,0.1,1,1
Tim Schaller,17,BUF,NHL,C,2015-16,25,1,2,3,3,2,0,0,1,1,18,5.6,142,0.06,0.12,0.18,1.06,0.1,0.3,0.4
Fredrik Claesson,16,OTT,NHL,D,2015-16,23,0,2,2,-6,2,0,0,0,0,15,0,309,0,0.13,0.13,0.94,-0.2,-0.1,-0.2
Patrik Elias,16,NJD,NHL,C,2015-16,39,2,6,8,5,10,2,0,0,0,21,9.5,247,0.13,0.38,0.5,1.31,0.5,0.6,1
Micheal Haley,16,SJS,NHL,C,2015-16,29,1,0,1,-2,48,1,0,0,0,10,10,114,0.06,0,0.06,0.63,-0.1,0.1,0
Zach Hyman,16,TOR,NHL,C,2015-16,23,4,2,6,0,18,4,0,0,0,37,10.8,251,0.25,0.13,0.38,2.31,0.4,0.3,0.7
Dennis Everberg,15,COL,NHL,RW,2015-16,24,0,0,0,-5,0,0,0,0,0,9,0,134,0,0,0,0.6,-0.4,-0.1,-0.4
Derek Grant,15,CGY,NHL,C,2015-16,25,0,1,1,-7,2,0,0,0,0,22,0,163,0,0.07,0.07,1.47,-0.3,-0.1,-0.5
Scott Harrington,15,TOR,NHL,D,2015-16,22,0,1,1,0,4,0,0,0,0,9,0,196,0,0.07,0.07,0.6,-0.1,0.5,0.3
Jujhar Khaira,15,EDM,NHL,LW,2015-16,21,0,2,2,-2,13,0,0,0,0,14,0,155,0,0.13,0.13,0.93,-0.2,0.1,-0.1
Mike Kostka,15,OTT,NHL,D,2015-16,30,0,1,1,6,4,0,0,0,0,9,0,223,0,0.07,0.07,0.6,-0.2,0.8,0.7
Greg McKegg,15,FLA,NHL,C,2015-16,23,2,0,2,1,2,2,0,0,0,14,14.3,124,0.13,0,0.13,0.93,0.1,0.2,0.3
Ryan Pulock,15,NYI,NHL,D,2015-16,21,2,2,4,1,5,2,0,0,0,15,13.3,236,0.13,0.13,0.27,1,0.4,0.6,1
Alexander Semin,15,MTL,NHL,LW,2015-16,31,1,3,4,1,12,1,0,0,0,18,5.6,185,0.07,0.2,0.27,1.2,0,0.3,0.3
David Dziurzynski,14,OTT,NHL,LW,2015-16,26,1,3,4,-4,9,1,0,0,0,14,7.1,141,0.07,0.21,0.29,1,0.2,-0.1,0.1
Derek Forbort,14,LAK,NHL,D,2015-16,23,1,1,2,-1,17,1,0,0,0,14,7.1,155,0.07,0.07,0.14,1,0.1,0.3,0.4
Tyler Gaudet,14,ARI,NHL,C,2015-16,22,1,2,3,-2,0,1,0,0,0,6,16.7,148,0.07,0.14,0.21,0.43,0,0.1,0.1
Barclay Goodrow,14,SJS,NHL,RW,2015-16,22,0,3,3,1,16,0,0,0,0,7,0,144,0,0.21,0.21,0.5,-0.1,0.2,0.2
Garnet Hathaway,14,CGY,NHL,RW,2015-16,24,0,3,3,-1,31,0,0,0,0,11,0,168,0,0.21,0.21,0.79,-0.1,0.1,0
Stephen Johns,14,DAL,NHL,D,2015-16,23,1,2,3,-6,6,1,0,0,0,13,7.7,250,0.07,0.14,0.21,0.93,0.1,-0.1,0
Rob Klinkhammer,14,EDM,NHL,LW,2015-16,29,1,0,1,-6,6,1,0,0,0,10,10,132,0.07,0,0.07,0.71,-0.1,-0.1,-0.2
Jordan Weal,14,TOT,NHL,C,2015-16,23,0,0,0,1,2,0,0,0,0,4,0,131,0,0,0,0.29,-0.4,0.2,-0.2
Darren Dietz,13,MTL,NHL,D,2015-16,22,1,4,5,-1,13,1,0,0,0,13,7.7,189,0.08,0.31,0.38,1,0.4,0.3,0.8
Andrey Pedan,13,VAN,NHL,D,2015-16,22,0,0,0,-3,18,0,0,0,0,11,0,142,0,0,0,0.85,-0.2,0.1,-0.1
Ty Rattie,13,STL,NHL,RW,2015-16,22,4,2,6,1,4,4,0,0,0,16,25,121,0.31,0.15,0.46,1.23,0.8,0.2,1
Nikita Tryamkin,13,VAN,NHL,D,2015-16,21,1,1,2,-3,10,1,0,0,0,11,9.1,228,0.08,0.08,0.15,0.85,0.1,0.3,0.4
Josh Anderson,12,CBJ,NHL,RW,2015-16,21,1,3,4,0,2,1,0,0,0,11,9.1,128,0.08,0.25,0.33,0.92,0.2,0.1,0.3
Oliver Bjorkstrand,12,CBJ,NHL,RW,2015-16,20,4,4,8,6,0,4,0,0,1,25,16,192,0.33,0.33,0.67,2.08,0.8,0.5,1.3
Josh Leivo,12,TOR,NHL,LW,2015-16,22,5,0,5,2,6,4,1,0,1,20,25,148,0.42,0,0.42,1.67,0.7,0.3,1
Lucas Lessio,12,MTL,NHL,LW,2015-16,23,1,1,2,1,2,1,0,0,1,14,7.1,126,0.08,0.08,0.17,1.17,0,0.2,0.2
Daniel Paille,12,NYR,NHL,LW,2015-16,31,0,0,0,-2,0,0,0,0,0,11,0,137,0,0,0,0.92,-0.4,0,-0.3
John Scott,12,TOT,NHL,LW,2015-16,33,0,1,1,-1,27,0,0,0,0,6,0,78,0,0.08,0.08,0.5,-0.1,0,-0.1
Daniel Catenacci,11,BUF,NHL,C,2015-16,22,0,0,0,-2,0,0,0,0,0,7,0,96,0,0,0,0.64,-0.3,0,-0.2
Chris Kelly,11,BOS,NHL,C,2015-16,35,2,0,2,3,0,1,0,1,0,8,25,144,0.18,0,0.18,0.73,0,0.3,0.3
Julian Melchiori,11,WPG,NHL,D,2015-16,24,0,0,0,1,0,0,0,0,0,12,0,150,0,0,0,1.09,-0.2,0.4,0.2
Mirco Mueller,11,SJS,NHL,D,2015-16,20,0,0,0,-4,7,0,0,0,0,8,0,117,0,0,0,0.73,-0.1,-0.1,-0.2
Nikita Nikitin,11,EDM,NHL,D,2015-16,29,0,1,1,-5,8,0,0,0,0,12,0,163,0,0.09,0.09,1.09,-0.1,0,-0.1
Anton Slepyshev,11,EDM,NHL,RW,2015-16,21,0,1,1,-5,2,0,0,0,0,5,0,96,0,0.09,0.09,0.45,-0.2,-0.1,-0.2
Nikita Soshnikov,11,TOR,NHL,RW,2015-16,22,2,3,5,-4,6,1,1,0,0,33,6.1,172,0.18,0.27,0.45,3,0.3,0,0.3
Tyler Wotherspoon,11,CGY,NHL,D,2015-16,22,0,1,1,0,0,0,0,0,0,9,0,156,0,0.09,0.09,0.82,-0.1,0.3,0.2
Victor Bartley,10,TOT,NHL,D,2015-16,27,0,0,0,2,6,0,0,0,0,8,0,133,0,0,0,0.8,-0.2,0.5,0.3
Craig Cunningham,10,ARI,NHL,RW,2015-16,25,0,1,1,-1,2,0,0,0,0,13,0,101,0,0.1,0.1,1.3,-0.2,0.1,-0.1
Joel Hanley,10,MTL,NHL,D,2015-16,24,0,6,6,0,0,0,0,0,0,10,0,160,0,0.6,0.6,1,0.5,0.3,0.8
Petteri Lindbohm,10,STL,NHL,D,2015-16,22,0,0,0,-4,7,0,0,0,0,9,0,138,0,0,0,0.9,-0.2,0,-0.2
Anthony Mantha,10,DET,NHL,RW,2015-16,21,2,1,3,-6,2,0,2,0,1,18,11.1,117,0.2,0.1,0.3,1.8,0.2,-0.1,0.1
Zach Sill,10,WSH,NHL,C,2015-16,27,1,0,1,0,2,1,0,0,0,13,7.7,99,0.1,0,0.1,1.3,-0.1,0.1,0.1
Jarred Tinordi,10,TOT,NHL,D,2015-16,23,0,0,0,-5,17,0,0,0,0,3,0,143,0,0,0,0.3,-0.2,-0.1,-0.3
Rinat Valiev,10,TOR,NHL,D,2015-16,20,0,0,0,0,0,0,0,0,0,7,0,123,0,0,0,0.7,-0.2,0.3,0.1
Andrew Agozzino,9,COL,NHL,LW,2015-16,25,0,2,2,-1,0,0,0,0,0,3,0,77,0,0.22,0.22,0.33,0,0,0.1
Nikolay Goldobin,9,SJS,NHL,LW,2015-16,20,1,1,2,1,0,1,0,0,0,7,14.3,101,0.11,0.11,0.22,0.78,0.1,0.2,0.2
Kasperi Kapanen,9,TOR,NHL,RW,2015-16,19,0,0,0,-3,2,0,0,0,0,14,0,133,0,0,0,1.56,-0.4,0,-0.3
Slater Koekkoek,9,TBL,NHL,D,2015-16,21,0,1,1,-1,2,0,0,0,0,11,0,93,0,0.11,0.11,1.22,0,0.1,0.1
J.C. Lipon,9,WPG,NHL,RW,2015-16,22,0,1,1,0,5,0,0,0,0,4,0,63,0,0.11,0.11,0.44,-0.1,0.1,0
Adam Pelech,9,NYI,NHL,D,2015-16,21,0,2,2,-1,0,0,0,0,0,8,0,158,0,0.22,0.22,0.89,0,0.2,0.3
Mikko Rantanen,9,COL,NHL,RW,2015-16,19,0,0,0,-7,2,0,0,0,0,9,0,81,0,0,0,1,-0.2,-0.2,-0.4
Kyle Rau,9,FLA,NHL,C,2015-16,23,0,0,0,-1,2,0,0,0,0,15,0,113,0,0,0,1.67,-0.3,0.1,-0.2
David Rundblad,9,CHI,NHL,D,2015-16,25,0,2,2,-2,6,0,0,0,0,13,0,129,0,0.22,0.22,1.44,0.1,0.1,0.2
Chandler Stephenson,9,WSH,NHL,C,2015-16,21,0,0,0,-3,2,0,0,0,0,2,0,71,0,0,0,0.22,-0.2,-0.1,-0.3
Justin Bailey,8,BUF,NHL,RW,2015-16,20,0,0,0,-2,2,0,0,0,0,22,0,93,0,0,0,2.75,-0.3,0,-0.2
Michael Chaput,8,CBJ,NHL,C,2015-16,23,1,1,2,3,5,1,0,0,0,10,10,72,0.13,0.13,0.25,1.25,0.1,0.2,0.3
Laurent Dauphin,8,ARI,NHL,C,2015-16,20,1,0,1,0,4,1,0,0,0,7,14.3,91,0.13,0,0.13,0.88,0,0.1,0.1
Ronalds Kenins,8,VAN,NHL,LW,2015-16,24,0,0,0,-1,6,0,0,0,0,6,0,91,0,0,0,0.75,-0.3,0.1,-0.2
Scott Kosmachuk,8,WPG,NHL,RW,2015-16,22,0,3,3,1,2,0,0,0,0,9,0,92,0,0.38,0.38,1.13,0.1,0.1,0.2
Dean Kukan,8,CBJ,NHL,D,2015-16,22,0,0,0,9,0,0,0,0,0,3,0,139,0,0,0,0.38,-0.2,1,0.9
Brett Kulak,8,CGY,NHL,D,2015-16,22,0,0,0,-2,0,0,0,0,0,9,0,99,0,0,0,1.13,-0.1,0,-0.1
Aaron Ness,8,WSH,NHL,D,2015-16,25,0,2,2,4,2,0,0,0,0,8,0,99,0,0.25,0.25,1,0.1,0.5,0.6
Dylan Olsen,8,FLA,NHL,D,2015-16,25,0,1,1,-1,2,0,0,0,0,9,0,110,0,0.13,0.13,1.13,0,0.1,0.1
Brett Ritchie,8,DAL,NHL,RW,2015-16,22,0,1,1,-3,7,0,0,0,0,15,0,93,0,0.13,0.13,1.88,-0.1,0,-0.2
Hunter Shinkaruk,8,TOT,NHL,C,2015-16,21,2,1,3,-4,2,1,1,0,0,12,16.7,120,0.25,0.13,0.38,1.5,0.2,-0.1,0.2
Brody Sutter,8,CAR,NHL,C,2015-16,24,0,0,0,-4,0,0,0,0,0,7,0,72,0,0,0,0.88,-0.2,-0.1,-0.3
T.J. Brennan,7,TOR,NHL,D,2015-16,26,1,0,1,-6,6,1,0,0,0,11,9.1,106,0.14,0,0.14,1.57,0.1,-0.3,-0.2
Connor Brown,7,TOR,NHL,RW,2015-16,22,1,5,6,-2,0,0,1,0,0,11,9.1,105,0.14,0.71,0.86,1.57,0.5,0,0.5
Patrick Brown,7,CAR,NHL,C,2015-16,23,1,1,2,4,4,1,0,0,0,8,12.5,88,0.14,0.14,0.29,1.14,0.1,0.3,0.4
Hudson Fasching,7,BUF,NHL,RW,2015-16,20,1,1,2,2,4,1,0,0,0,9,11.1,81,0.14,0.14,0.29,1.29,0.1,0.2,0.3
Frederik Gauthier,7,TOR,NHL,C,2015-16,20,0,1,1,-5,0,0,0,0,0,3,0,97,0,0.14,0.14,0.43,-0.2,-0.1,-0.3
Vinnie Hinostroza,7,CHI,NHL,C,2015-16,21,0,0,0,-1,6,0,0,0,0,6,0,61,0,0,0,0.86,-0.2,0,-0.1
Brad Hunt,7,EDM,NHL,D,2015-16,27,0,0,0,-1,2,0,0,0,0,12,0,99,0,0,0,1.71,-0.1,0.1,0
Dustin Jeffrey,7,ARI,NHL,C,2015-16,27,1,1,2,2,2,1,0,0,0,5,20,80,0.14,0.14,0.29,0.71,0.1,0.2,0.3
Vojtech Mozik,7,NJD,NHL,D,2015-16,23,0,0,0,0,4,0,0,0,0,6,0,93,0,0,0,0.86,-0.1,0.3,0.2
Casey Nelson,7,BUF,NHL,D,2015-16,23,0,4,4,1,8,0,0,0,0,5,0,104,0,0.57,0.57,0.71,0.3,0.3,0.7
Blake Pietila,7,NJD,NHL,LW,2015-16,22,1,1,2,0,2,1,0,0,0,10,10,84,0.14,0.14,0.29,1.43,0.1,0.1,0.2
Brent Regner,7,FLA,NHL,D,2015-16,26,0,0,0,-2,4,0,0,0,0,7,0,81,0,0,0,1,-0.1,0,-0.1
Brady Skjei,7,NYR,NHL,D,2015-16,21,0,0,0,1,4,0,0,0,0,6,0,124,0,0,0,0.86,-0.2,0.3,0.1
Ben Street,7,COL,NHL,C,2015-16,28,0,0,0,-1,4,0,0,0,0,8,0,51,0,0,0,1.14,-0.1,0,-0.1
Eric Boulton,6,NYI,NHL,LW,2015-16,39,0,0,0,-3,2,0,0,0,0,3,0,57,0,0,0,0.5,-0.2,-0.1,-0.2
Andrew Campbell,6,TOR,NHL,D,2015-16,27,0,1,1,0,2,0,0,0,0,1,0,70,0,0.17,0.17,0.17,0,0.2,0.2
Andrew Ference,6,EDM,NHL,D,2015-16,36,0,0,0,-4,6,0,0,0,0,4,0,78,0,0,0,0.67,-0.1,-0.2,-0.3
Alexandre Grenier,6,VAN,NHL,RW,2015-16,24,0,0,0,-4,2,0,0,0,0,9,0,69,0,0,0,1.5,-0.2,-0.1,-0.3
Taylor Leier,6,PHI,NHL,LW,2015-16,21,0,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0.5,-0.1,0.1,-0.1
Brendan Leipsic,6,TOR,NHL,LW,2015-16,21,1,2,3,-1,2,1,0,0,1,11,9.1,85,0.17,0.33,0.5,1.83,0.2,0.1,0.3
Bryan Lerg,6,SJS,NHL,C,2015-16,30,0,0,0,1,0,0,0,0,0,4,0,53,0,0,0,0.67,-0.1,0.1,0
Tobias Lindberg,6,TOR,NHL,RW,2015-16,20,0,2,2,0,4,0,0,0,0,12,0,95,0,0.33,0.33,2,0,0.1,0.1
Scott Mayfield,6,NYI,NHL,D,2015-16,23,1,0,1,-4,11,1,0,0,0,4,25,103,0.17,0,0.17,0.67,0.1,-0.1,0
Jayson Megna,6,NYR,NHL,C,2015-16,25,1,1,2,-1,2,1,0,0,0,9,11.1,73,0.17,0.17,0.33,1.5,0.1,0,0.2
Andrew Miller,6,EDM,NHL,C,2015-16,27,0,0,0,-1,0,0,0,0,0,3,0,55,0,0,0,0.5,-0.2,0,-0.1
Tomas Nosek,6,DET,NHL,C,2015-16,23,0,0,0,-2,2,0,0,0,0,2,0,61,0,0,0,0.33,-0.2,0,-0.2
Derek Ryan,6,CAR,NHL,C,2015-16,29,2,0,2,1,2,1,1,0,0,5,40,73,0.33,0,0.33,0.83,0.2,0.1,0.4
Brad Stuart,6,COL,NHL,D,2015-16,36,0,0,0,-2,0,0,0,0,0,0,,84,0,0,0,0,-0.1,0,-0.1
Christian Thomas,6,TOT,NHL,LW,2015-16,23,0,2,2,1,2,0,0,0,0,9,0,54,0,0.33,0.33,1.5,0.1,0.1,0.2
Phil Varone,6,TOT,NHL,C,2015-16,25,1,2,3,2,2,1,0,0,0,2,50,51,0.17,0.33,0.5,0.33,0.3,0.1,0.5
Joel Vermin,6,TBL,NHL,RW,2015-16,23,0,1,1,1,0,0,0,0,0,1,0,55,0,0.17,0.17,0.17,0,0.1,0.1
Chris Butler,5,STL,NHL,D,2015-16,29,0,0,0,-1,4,0,0,0,0,4,0,58,0,0,0,0.8,-0.1,0,0
Nic Dowd,5,LAK,NHL,C,2015-16,25,0,0,0,1,2,0,0,0,0,3,0,53,0,0,0,0.6,-0.1,0.1,0
Kevin Fiala,5,NSH,NHL,LW,2015-16,19,1,0,1,0,0,1,0,0,0,11,9.1,66,0.2,0,0.2,2.2,0,0.1,0.1
Max Friberg,5,ANA,NHL,LW,2015-16,23,0,0,0,-1,2,0,0,0,0,1,0,44,0,0,0,0.2,-0.1,0,-0.1
Alex Grant,5,ARI,NHL,D,2015-16,27,0,0,0,-2,7,0,0,0,0,4,0,66,0,0,0,0.8,-0.1,0,-0.1
Kevin Gravel,5,LAK,NHL,D,2015-16,23,0,0,0,0,0,0,0,0,0,2,0,58,0,0,0,0.4,-0.1,0.1,0.1
Ben Harpur,5,OTT,NHL,D,2015-16,21,0,1,1,1,2,0,0,0,0,3,0,68,0,0.2,0.2,0.6,0,0.2,0.2
Marek Hrivik,5,NYR,NHL,LW,2015-16,24,0,1,1,3,0,0,0,0,0,3,0,54,0,0.2,0.2,0.6,0,0.2,0.1
Alexander Khokhlachev,5,BOS,NHL,C,2015-16,22,0,0,0,-2,0,0,0,0,0,4,0,51,0,0,0,0.8,-0.1,0,-0.2
Colin McDonald,5,PHI,NHL,RW,2015-16,31,1,0,1,0,7,1,0,0,0,4,25,41,0.2,0,0.2,0.8,0.1,0,0.2
Xavier Ouellet,5,DET,NHL,D,2015-16,22,0,1,1,-2,2,0,0,0,0,4,0,81,0,0.2,0.2,0.8,0,0,0
Brendan Woods,5,CAR,NHL,LW,2015-16,23,0,0,0,0,7,0,0,0,0,5,0,44,0,0,0,1,-0.1,0.1,-0.1
Mike Angelidis,4,TBL,NHL,LW,2015-16,30,1,0,1,2,5,1,0,0,1,1,100,36,0.25,0,0.25,0.25,0.1,0.1,0.3
Paul Carey,4,WSH,NHL,C,2015-16,27,1,0,1,0,0,1,0,0,0,5,20,40,0.25,0,0.25,1.25,0.1,0,0.2
Jordan Caron,4,STL,NHL,RW,2015-16,25,0,0,0,-3,0,0,0,0,0,1,0,33,0,0,0,0.25,-0.1,-0.1,-0.2
Marc-Andre Gragnani,4,NJD,NHL,D,2015-16,28,0,0,0,-2,2,0,0,0,0,0,,57,0,0,0,0,-0.1,0,-0.1
Seth Griffith,4,BOS,NHL,C,2015-16,23,0,1,1,-4,4,0,0,0,0,2,0,40,0,0.25,0.25,0.5,0,-0.1,-0.1
Freddie Hamilton,4,CGY,NHL,C,2015-16,24,1,1,2,1,0,0,0,1,0,7,14.3,51,0.25,0.25,0.5,1.75,0.2,0.1,0.3
Markus Hannikainen,4,CBJ,NHL,LW,2015-16,22,0,0,0,-2,0,0,0,0,0,3,0,29,0,0,0,0.75,-0.1,-0.1,-0.1
Esa Lindell,4,DAL,NHL,D,2015-16,21,0,0,0,-3,0,0,0,0,0,2,0,56,0,0,0,0.5,-0.1,-0.2,-0.2
Viktor Loov,4,TOR,NHL,D,2015-16,23,0,2,2,4,0,0,0,0,0,1,0,42,0,0.5,0.5,0.25,0.2,0.4,0.6
Clarke MacArthur,4,OTT,NHL,LW,2015-16,30,0,0,0,-1,0,0,0,0,0,4,0,43,0,0,0,1,-0.1,0,-0.1
Jim O'Brien,4,NJD,NHL,C,2015-16,27,0,0,0,-4,2,0,0,0,0,3,0,54,0,0,0,0.75,-0.2,-0.1,-0.2
Philip Samuelsson,4,ARI,NHL,D,2015-16,24,0,0,0,0,2,0,0,0,0,5,0,64,0,0,0,1.25,-0.1,0.1,0
Tom Sestito,4,PIT,NHL,LW,2015-16,28,0,1,1,1,19,0,0,0,0,1,0,23,0,0.25,0.25,0.25,0,0.1,0.1
Luke Witkowski,4,TBL,NHL,D,2015-16,25,0,0,0,0,4,0,0,0,0,1,0,29,0,0,0,0.25,0,0.1,0
Christoph Bertschy,3,MIN,NHL,C,2015-16,21,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,1,-0.1,0,0
Brett Bulmer,3,MIN,NHL,RW,2015-16,23,0,0,0,-1,7,0,0,0,0,2,0,20,0,0,0,0.67,-0.1,0,-0.1
Sam Carrick,3,TOR,NHL,C,2015-16,23,0,0,0,-2,4,0,0,0,0,4,0,34,0,0,0,1.33,-0.1,0,-0.1
Tommy Cross,3,BOS,NHL,D,2015-16,26,0,1,1,-1,0,0,0,0,0,0,,39,0,0.33,0.33,0,0.1,0,0
Morgan Ellis,3,MTL,NHL,D,2015-16,23,0,0,0,0,2,0,0,0,0,3,0,27,0,0,0,1,0,0.1,0
Kurtis Gabriel,3,MIN,NHL,RW,2015-16,22,0,0,0,1,10,0,0,0,0,1,0,13,0,0,0,0.33,0,0.1,0
Matt Greene,3,LAK,NHL,D,2015-16,32,0,0,0,0,8,0,0,0,0,3,0,35,0,0,0,1,0,0.1,0
Ryan Hartman,3,CHI,NHL,RW,2015-16,21,0,1,1,-1,0,0,0,0,0,3,0,28,0,0.33,0.33,1,0,0,0
Charles Hudon,3,MTL,NHL,LW,2015-16,21,0,2,2,2,0,0,0,0,0,3,0,32,0,0.67,0.67,1,0.1,0.1,0.3
Ryan Johnston,3,MTL,NHL,D,2015-16,23,0,0,0,1,0,0,0,0,0,1,0,49,0,0,0,0.33,-0.1,0.2,0.1
Michael Matheson,3,FLA,NHL,D,2015-16,21,0,0,0,1,2,0,0,0,0,4,0,53,0,0,0,1.33,-0.1,0.2,0.1
John McFarland,3,FLA,NHL,LW,2015-16,23,0,0,0,-1,0,0,0,0,0,2,0,30,0,0,0,0.67,-0.1,0,-0.1
Curtis McKenzie,3,DAL,NHL,LW,2015-16,24,0,0,0,-1,0,0,0,0,0,3,0,26,0,0,0,1,-0.1,0,-0.1
Sonny Milano,3,CBJ,NHL,LW,2015-16,19,0,1,1,1,0,0,0,0,0,2,0,40,0,0.33,0.33,0.67,0,0.1,0.1
Stuart Percy,3,TOR,NHL,D,2015-16,22,0,0,0,-2,0,0,0,0,0,1,0,39,0,0,0,0.33,0,-0.1,-0.1
Borna Rendulic,3,COL,NHL,RW,2015-16,23,0,0,0,-2,0,0,0,0,0,1,0,23,0,0,0,0.33,-0.1,-0.1,-0.1
Buddy Robinson,3,OTT,NHL,RW,2015-16,24,1,1,2,2,4,1,0,0,1,5,20,26,0.33,0.33,0.67,1.67,0.3,0.1,0.4
Devin Shore,3,DAL,NHL,C,2015-16,21,0,0,0,2,0,0,0,0,0,1,0,36,0,0,0,0.33,-0.1,0.1,0
Dominik Simon,3,PIT,NHL,C,2015-16,21,0,1,1,0,0,0,0,0,0,2,0,18,0,0.33,0.33,0.67,0.1,0,0.1
Chris Summers,3,NYR,NHL,D,2015-16,27,0,0,0,-2,4,0,0,0,0,5,0,46,0,0,0,1.67,-0.1,-0.1,-0.2
Brandon Tanev,3,WPG,NHL,LW,2015-16,24,0,0,0,0,2,0,0,0,0,4,0,36,0,0,0,1.33,-0.1,0,-0.1
Matt Taormina,3,TBL,NHL,D,2015-16,29,0,0,0,0,0,0,0,0,0,2,0,42,0,0,0,0.67,-0.1,0.1,0
Paul Thompson,3,NJD,NHL,RW,2015-16,27,0,0,0,0,2,0,0,0,0,3,0,38,0,0,0,1,-0.1,0.1,0
Michael Zalewski,3,VAN,NHL,LW,2015-16,23,0,1,1,1,2,0,0,0,0,2,0,36,0,0.33,0.33,0.67,0,0.1,0.1
Kenny Agostino,2,CGY,NHL,LW,2015-16,23,0,0,0,-2,0,0,0,0,0,3,0,27,0,0,0,1.5,-0.1,-0.1,-0.1
Kyle Baun,2,CHI,NHL,RW,2015-16,23,0,0,0,-2,0,0,0,0,0,1,0,18,0,0,0,0.5,-0.1,-0.1,-0.1
Taylor Beck,2,NYI,NHL,LW,2015-16,24,0,0,0,0,2,0,0,0,0,0,,17,0,0,0,0,0,0,0
Andre Benoit,2,STL,NHL,D,2015-16,32,0,0,0,1,0,0,0,0,0,0,,27,0,0,0,0,0,0.1,0.1
Trevor Carrick,2,CAR,NHL,D,2015-16,21,0,0,0,-1,0,0,0,0,0,3,0,33,0,0,0,1.5,0,0,0
Sean Collins,2,WSH,NHL,C,2015-16,27,0,0,0,-1,2,0,0,0,0,0,,17,0,0,0,0,0,0,-0.1
Patrice Cormier,2,WPG,NHL,C,2015-16,25,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0.5,0,0,0
Zac Dalpe,2,MIN,NHL,C,2015-16,26,1,0,1,0,0,1,0,0,0,3,33.3,21,0.5,0,0.5,1.5,0.2,0,0.2
Chase De Leo,2,WPG,NHL,C,2015-16,20,0,0,0,1,0,0,0,0,0,2,0,19,0,0,0,1,-0.1,0.1,0
Johan Franzen,2,DET,NHL,RW,2015-16,36,0,1,1,0,2,0,0,0,0,3,0,26,0,0.5,0.5,1.5,0,0,0.1
